Código,Tipo de institución,Nombre de institución,Acreditación institución (al 31 de octubre 2025),Área,Nombre carrera genérica,Nombre carrera (del título),% titulados con continuidad de estudios,Retención 1er año,Duración Real (semestres),Empleabilidad 1er año,Empleabilidad 2° año,Ingreso Promedio al 4° año
367,Centros de Formación Técnica,CFT SAN AGUSTIN,5 años,Tecnología,"Técnico en Instrumentación, Automatización y Control Industrial",Técnico en Automatización y Control Industrial,0.23958333333333334,0.4642857142857143,6.862068965517242,0.7538461538461538,0.6785714285714286,De $1 millón 100 mil a $1 millón 200 mil
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Salud,Técnico en Laboratorio Clínico,Técnico en Laboratorio Clínico y Banco de Sangre,0.05405405405405406,0.6119402985074627,5.508474576271187,0.5901639344262295,0.6818181818181818,De $800 mil a $900 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Salud,Técnico en Laboratorio Clínico,"Técnico Laboratorista Clínico, Banco de Sangre e Imagenología",0.04228855721393035,0.8,5.752475247524751,0.627831715210356,0.7416974169741697,De $700 mil a $800 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Salud,Técnico en Laboratorio Clínico,Técnico en Laboratorio Clínico Banco de Sangre e Imagenología,0.07613469985358712,0.8458646616541353,6.492063492063491,0.6231343283582089,0.6994535519125683,De $800 mil a $900 mil
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Administración y Comercio,Técnico en Logística,Técnico en Logística,0.4519230769230769,0.42857142857142855,s/i,0.65625,0.6521739130434783,s/i
902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,No,Administración y Comercio,Técnico en Logística,Técnico de Nivel Superior en Control de Gestión y Logística,0.4418604651162791,0.6710526315789473,5.9743589743589745,0.6216216216216216,,s/i
426,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,No,Administración y Comercio,Técnico en Logística,Técnico en Logística Operativa,0.35793357933579334,s/i,5.78048780487805,0.8524590163934426,0.8407079646017699,De $1 millón 100 mil a $1 millón 200 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Administración y Comercio,Técnico en Logística,Técnico en Logística y Operaciones Industriales,0.3433696348494555,0.7300930713547052,5.720657276995306,0.6555977229601518,0.7256038647342995,De $1 millón 200 mil a $1 millón 300 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Administración y Comercio,Técnico en Logística,Técnico en Administración Logística,0.47237076648841353,0.6981627296587927,5.607142857142857,0.7445482866043613,0.8436213991769548,De $1 millón 100 mil a $1 millón 200 mil
456,Centros de Formación Técnica,CFT CEDUC - UCN,5 años,Tecnología,Técnico en Mantenimiento Industrial,"Técnico en Maquinaria Pesada, Mantenimiento Industrial y Mecatrónica",0.07861060329067641,0.7266775777414075,6.132275132275132,0.7572115384615384,0.7751677852348994,De $1 millón 200 mil a $1 millón 300 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Mantenimiento Industrial,Técnico en Mantenimiento Industrial,0.2686195076347772,0.765625,6.926174496644295,0.7878914405010439,0.8332525448376151,De $1 millón 200 mil a $1 millón 300 mil
257,Centros de Formación Técnica,CFT JUAN BOHON,4 años,Tecnología,Técnico en Mantenimiento Industrial,Técnico en Operación y Mantención de Maquinaria Pesada,0.05128205128205128,0.6847826086956522,5.8974358974359,0.711864406779661,,s/i
629,Centros de Formación Técnica,CFT PUCV,5 años,Tecnología,Técnico en Mantenimiento Industrial,Técnico de Nivel Superior en Mantención Industrial,0.15135135135135136,0.6981132075471698,6.527777777777778,0.7738095238095238,0.8181818181818182,De $1 millón 500 mil a $1 millón 600 mil
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Salud,Técnico en Masoterapia,Técnico en Masoterapia,0.05161290322580645,0.6142857142857143,6.235294117647057,0.2708333333333333,0.42528735632183906,s/i
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Mecánica Automotriz,Técnico en Mecánica Automotriz,0.20452082365691285,0.6942990911594602,6.969303423848877,0.7093543575538035,0.7425149700598802,De $1 millón 100 mil a $1 millón 200 mil
629,Centros de Formación Técnica,CFT PUCV,5 años,Tecnología,Técnico en Mecánica Automotriz,Técnico de Nivel Superior en Mecánica Automotriz,0.08108108108108109,0.6829268292682927,5.921052631578949,0.5869565217391305,,s/i
367,Centros de Formación Técnica,CFT SAN AGUSTIN,5 años,Tecnología,Técnico en Mecánica Automotriz,Técnico en Mecánica Automotriz y Autotrónica,0.024390243902439025,0.48214285714285715,5.620689655172418,0.5576923076923077,0.6,s/i
456,Centros de Formación Técnica,CFT CEDUC - UCN,5 años,Tecnología,Técnico en Mecánica Industrial,Técnico en Mecánica de Equipo Pesado,0.13134328358208955,0.6643356643356644,6.317757009345794,0.8356807511737089,0.7880434782608695,De $1 millón 300 mil a $1 millón 400 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Mecánica Industrial,Técnico en Mecánica en Producción Industrial,0.17204301075268819,s/i,s/i,0.8732394366197183,0.8493150684931506,De $1 millón 200 mil a $1 millón 300 mil
257,Centros de Formación Técnica,CFT JUAN BOHON,4 años,Tecnología,Técnico en Mecánica Industrial,Técnico en Mantenimiento Mecánico Industrial y Mecánico en Maquinaria Pesada,0.29878048780487804,0.64,6,0.8548387096774194,,De $1 millón 400 mil a $1 millón 500 mil
450,Centros de Formación Técnica,CFT LOTA-ARAUCO,4 años,Tecnología,Técnico en Mecánica Industrial,Técnico en Mecánica Industrial,0.14953271028037382,0.45588235294117646,6.068965517241379,0.68,0.78125,De $1 millón 100 mil a $1 millón 200 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Tecnología,Técnico en Medio Ambiente (Control y Gestión),Técnico en Gestión de Medio Ambiente,0.11666666666666667,s/i,6.423076923076922,0.6585365853658537,,s/i
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Metalurgia,Técnico en Metalurgia Extractiva,0.39330543933054396,0.6134453781512605,7.333333333333332,0.8435754189944135,0.86875,De $2 millones a $2 millones 100 mil
456,Centros de Formación Técnica,CFT CEDUC - UCN,5 años,Tecnología,Técnico en Minería,Técnico en Operación de Plantas Mineras,0.18134715025906736,0.582089552238806,6.781818181818182,0.8059701492537313,0.7981651376146789,De $1 millón 600 mil a $1 millón 700 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Minería,Técnico en Minería,0.32727272727272727,0.6791744840525328,7.42,0.785876993166287,0.8160237388724035,De $1 millón 600 mil a $1 millón 700 mil
629,Centros de Formación Técnica,CFT PUCV,5 años,Tecnología,Técnico en Minería,Técnico de Nivel Superior en Operaciones Mineras,0.20279720279720279,0.7804878048780488,6.45,0.7425742574257426,0.7948717948717948,De $1 millón 300 mil a $1 millón 400 mil
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Arte y Arquitectura,Técnico en Peluquería y Estética,Técnico en Cosmetología y Estética Integral,0.026378896882494004,0.6207407407407407,6.100456621004563,0.2792452830188679,0.3089005235602094,s/i
257,Centros de Formación Técnica,CFT JUAN BOHON,4 años,Arte y Arquitectura,Técnico en Peluquería y Estética,Técnico en Estética Industrial,0.06722689075630252,0.5638297872340425,5.923076923076923,0.265625,,s/i
367,Centros de Formación Técnica,CFT SAN AGUSTIN,5 años,Arte y Arquitectura,Técnico en Peluquería y Estética,Técnico en Cosmetología y Estética Integral,0.02888086642599278,0.7405405405405405,5.87378640776699,0.08571428571428572,0.35294117647058826,s/i
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Salud,Técnico en Podología,Técnico en Podología Clínica,0.005208333333333333,0.6604651162790698,6.033057851239671,0.42857142857142855,0.475,s/i
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Salud,Técnico en Podología,Técnico en Podología Clínica,0.023411371237458192,0.89375,6.160869565217394,0.31313131313131315,0.42758620689655175,De $700 mil a $800 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Prevención de Riesgos,Técnico en Prevención de Riesgos,0.1322314049586777,0.7181102362204724,s/i,0.6920245398773006,0.6672268907563025,De $1 millón 100 mil a $1 millón 200 mil
367,Centros de Formación Técnica,CFT SAN AGUSTIN,5 años,Tecnología,Técnico en Prevención de Riesgos,Técnico en Prevención de Riesgos,0.24,0.5517241379310345,s/i,0.4,0.41025641025641024,De $800 mil a $900 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Tecnología,Técnico en Prevención de Riesgos,Técnico en Prevención de Riesgos,0.14423076923076922,s/i,s/i,0.6111111111111112,0.68,De $1 millón a $1 millón 100 mil
456,Centros de Formación Técnica,CFT CEDUC - UCN,5 años,Ciencias Sociales,Técnico en Prevención y Rehabilitación,Técnico en Intervención y Rehabilitación Psicosocial,0.15053763440860216,0.6077348066298343,5.831460674157303,0.3582887700534759,0.375,s/i
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Ciencias Sociales,Técnico en Prevención y Rehabilitación,Técnico en Prevención y Rehabilitación de Adicciones,0.2074074074074074,0.6271186440677966,6.0540540540540535,0.5070422535211268,0.484375,s/i
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Procesos Industriales,Técnico en Fabricación y Montaje Industrial,0.1595744680851064,s/i,s/i,0.6666666666666666,0.819672131147541,De $1 millón a $1 millón 100 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Arte y Arquitectura,Técnico en Producción Gráfica y Multimedia,Técnico en Diseño y Producción Gráfica,0.0868824531516184,s/i,7.295454545454546,0.3481675392670157,0.3992673992673993,De $800 mil a $900 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Ciencias Básicas,Técnico en Química (Análisis e Industrial),Tecnología en Análisis Químico,0.16612377850162866,0.788135593220339,8.79245283018868,0.759493670886076,0.832,De $1 millón a $1 millón 100 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Ciencias Básicas,Técnico en Química (Análisis e Industrial),Técnico en Análisis Químico,0.13333333333333333,s/i,s/i,0.6379310344827587,0.6808510638297872,s/i
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Salud,Técnico en Radiología y Radioterapia,Técnico en Imagenología y Radioterapia,0.03463203463203463,0.673469387755102,5.586206896551722,0.6951219512195121,0.7417218543046358,De $800 mil a $900 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Refrigeración y Climatización,Técnico en Refrigeración y Climatización,0.19924812030075187,0.6529411764705882,7.306451612903225,0.703125,0.8253012048192772,De $1 millón a $1 millón 100 mil
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Ciencias Sociales,Técnico en Servicio Social,Técnico en Trabajo Social,0.30144404332129965,0.625,6.4100719424460415,0.3611111111111111,0.4699248120300752,De $700 mil a $800 mil
902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,No,Ciencias Sociales,Técnico en Servicio Social,Técnico de Nivel Superior en Trabajo Social,0.33482142857142855,0.717948717948718,s/i,0.3037974683544304,0.32857142857142857,s/i
450,Centros de Formación Técnica,CFT LOTA-ARAUCO,4 años,Ciencias Sociales,Técnico en Servicio Social,Técnico en Trabajo Social,0.3036649214659686,0.6206896551724138,5.526315789473683,0.25,,s/i
629,Centros de Formación Técnica,CFT PUCV,5 años,Ciencias Sociales,Técnico en Servicio Social,Técnico de Nivel Superior en Trabajo Social,0.20707070707070707,0.8173719376391982,5.234875444839857,0.29577464788732394,0.39,s/i
367,Centros de Formación Técnica,CFT SAN AGUSTIN,5 años,Ciencias Sociales,Técnico en Servicio Social,Técnico en Trabajo Social,0.29984301412872844,0.6544117647058824,5.963350785340313,0.2897196261682243,0.35502958579881655,De $700 mil a $800 mil
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Telecomunicaciones,"Técnico en Telecomunicaciones, Conectividad y Redes",0.19303201506591336,0.6766666666666666,7.673913043478261,0.711051930758988,0.7835570469798657,De $1 millón 100 mil a $1 millón 200 mil
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Salud,Técnico en Terapias Naturales y Naturopatía,Técnico en Terapias Complementarias de Salud,0.10784313725490197,0.7159090909090909,6.379310344827588,0.21052631578947367,0.36666666666666664,s/i
430,Centros de Formación Técnica,CFT INACAP,7 años,Tecnología,Técnico en Topografía,Técnico en Topografía,0.12663755458515283,0.7371794871794872,7.396341463414634,0.6130841121495327,0.6848484848484848,De $1 millón 200 mil a $1 millón 300 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Tecnología,Técnico en Topografía,Técnico en Topografía,0.286783042394015,0.6,6.726315789473684,0.6196581196581197,0.6847290640394089,De $1 millón 200 mil a $1 millón 300 mil
450,Centros de Formación Técnica,CFT LOTA-ARAUCO,4 años,Tecnología,Técnico en Transporte Marítimo y Puertos,Técnico en Gestión Portuaria y Pesquera,0.13636363636363635,0.5581395348837209,5.974358974358977,0.47368421052631576,0.5,s/i
218,Centros de Formación Técnica,CFT DE ENAC,6 años,Administración y Comercio,Técnico en Turismo y Hotelería,Técnico en Hotelería y Turismo,0.04040404040404041,0.6666666666666666,6.5625,0.4225352112676056,0.6274509803921569,s/i
435,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,3 años,Administración y Comercio,Técnico en Turismo y Hotelería,Técnico en Ecoturismo,0.021505376344086023,s/i,s/i,0.31746031746031744,0.4117647058823529,s/i
430,Centros de Formación Técnica,CFT INACAP,7 años,Administración y Comercio,Técnico en Turismo y Hotelería,Técnico en Turismo y en Hotelería y Servicios,0.13590939373750832,0.7292929292929293,7.698863636363637,0.36894824707846413,0.43645833333333334,De $700 mil a $800 mil
629,Centros de Formación Técnica,CFT PUCV,5 años,Administración y Comercio,Técnico en Turismo y Hotelería,Técnico de Nivel Superior en Turismo y Hotelería,0.07142857142857142,s/i,s/i,0.2916666666666667,,s/i
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Administración y Comercio,Técnico en Turismo y Hotelería,"Técnico en Hotelería y Turismo, en Turismo Aventura, y en Servicios Aerocomerciales y Transportes Turísticos",0.0681198910081744,0.7572815533980582,6.495798319327731,0.5443037974683544,0.5748987854251012,De $700 mil a $800 mil
902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,No,Derecho,Técnico Jurídico,Técnico de Nivel Superior en Asistencia Jurídica,0.1095890410958904,s/i,s/i,0.25,,s/i
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Derecho,Técnico Jurídico,Técnico Jurídico,0.23233695652173914,0.7431192660550459,6.303797468354431,0.4897959183673469,0.5885885885885885,De $800 mil a $900 mil
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Salud,Técnico Laboratorista Dental,Técnico Laboratorista Dental,0.034334763948497854,0.8117647058823529,6.178807947019866,0.43354430379746833,0.5313807531380753,De $700 mil a $800 mil
435,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,3 años,Agropecuaria,Técnico Veterinario,Técnico Veterinario,0.09036144578313253,0.69,7.176470588235295,0.46236559139784944,0.5362318840579711,De $700 mil a $800 mil
427,Centros de Formación Técnica,CFT LAPLACE,No,Agropecuaria,Técnico Veterinario,Técnico de Nivel Superior Veterinario,0.09523809523809523,0.5294117647058824,6,0.3333333333333333,,s/i
260,Centros de Formación Técnica,CFT SANTO TOMAS,6 años,Agropecuaria,Técnico Veterinario,Técnico en Veterinaria y Producción Pecuaria,0.09727626459143969,0.849802371541502,6.374768089053801,0.4099895941727367,0.49841772151898733,De $700 mil a $800 mil
